id,date,store_nbr,family,sales,onpromotion
1035057,2014-08-05,50,GROCERY I,5999,4
1036839,2014-08-06,50,GROCERY I,4936,8
1038621,2014-08-07,50,GROCERY I,4248,12
1040403,2014-08-08,50,GROCERY I,4729,5
1042185,2014-08-09,50,GROCERY I,6583,11
1043967,2014-08-10,50,GROCERY I,6145,12
1045749,2014-08-11,50,GROCERY I,4915,10
1047531,2014-08-12,50,GROCERY I,4756,10
1049313,2014-08-13,50,GROCERY I,4737,17
1051095,2014-08-14,50,GROCERY I,4122,8
1052877,2014-08-15,50,GROCERY I,4417,6
1054659,2014-08-16,50,GROCERY I,6617,11
1056441,2014-08-17,50,GROCERY I,6101,9
1058223,2014-08-18,50,GROCERY I,5374,8
1060005,2014-08-19,50,GROCERY I,4612,9
1061787,2014-08-20,50,GROCERY I,4895,9
1063569,2014-08-21,50,GROCERY I,4280,9
1065351,2014-08-22,50,GROCERY I,4082,14
1067133,2014-08-23,50,GROCERY I,6087,11
1068915,2014-08-24,50,GROCERY I,6583,10
1070697,2014-08-25,50,GROCERY I,5055,7
1072479,2014-08-26,50,GROCERY I,4407,4
1074261,2014-08-27,50,GROCERY I,4960,5
1076043,2014-08-28,50,GROCERY I,3989,8
1077825,2014-08-29,50,GROCERY I,4695,4
1079607,2014-08-30,50,GROCERY I,7312,6
1081389,2014-08-31,50,GROCERY I,8172,6
1083171,2014-09-01,50,GROCERY I,7649,2
1084953,2014-09-02,50,GROCERY I,6552,3
1086735,2014-09-03,50,GROCERY I,5670,2
1088517,2014-09-04,50,GROCERY I,4608,4
1090299,2014-09-05,50,GROCERY I,4766,3
1092081,2014-09-06,50,GROCERY I,8286,1
1093863,2014-09-07,50,GROCERY I,8593,3
1095645,2014-09-08,50,GROCERY I,5014,2
1097427,2014-09-09,50,GROCERY I,4125,4
1099209,2014-09-10,50,GROCERY I,4189,4
1100991,2014-09-11,50,GROCERY I,3803,10
1102773,2014-09-12,50,GROCERY I,4565,13
1104555,2014-09-13,50,GROCERY I,6467,6
1106337,2014-09-14,50,GROCERY I,7078,9
1108119,2014-09-15,50,GROCERY I,4349,7
1109901,2014-09-16,50,GROCERY I,4597,4
1111683,2014-09-17,50,GROCERY I,4445,7
1113465,2014-09-18,50,GROCERY I,3639,6
1115247,2014-09-19,50,GROCERY I,4530,5
1117029,2014-09-20,50,GROCERY I,6412,3
1118811,2014-09-21,50,GROCERY I,6760,11
1120593,2014-09-22,50,GROCERY I,4328,3
1122375,2014-09-23,50,GROCERY I,4157,4
1124157,2014-09-24,50,GROCERY I,4106,6
1125939,2014-09-25,50,GROCERY I,3084,4
1127721,2014-09-26,50,GROCERY I,3858,5
1129503,2014-09-27,50,GROCERY I,6523,3
1131285,2014-09-28,50,GROCERY I,7524,7
1133067,2014-09-29,50,GROCERY I,4524,4
1134849,2014-09-30,50,GROCERY I,4576,4
1136631,2014-10-01,50,GROCERY I,5834,6
1138413,2014-10-02,50,GROCERY I,4760,2
1140195,2014-10-03,50,GROCERY I,5377,6
1141977,2014-10-04,50,GROCERY I,9346,6
1143759,2014-10-05,50,GROCERY I,9013,8
1145541,2014-10-06,50,GROCERY I,5593,6
1147323,2014-10-07,50,GROCERY I,4094,6
1149105,2014-10-08,50,GROCERY I,4610,6
1150887,2014-10-09,50,GROCERY I,3809,1
1152669,2014-10-10,50,GROCERY I,6600,9
1154451,2014-10-11,50,GROCERY I,6348,11
1156233,2014-10-12,50,GROCERY I,6840,6
1158015,2014-10-13,50,GROCERY I,3967,4
1159797,2014-10-14,50,GROCERY I,3850,7
1161579,2014-10-15,50,GROCERY I,4077,9
1163361,2014-10-16,50,GROCERY I,3495,6
1165143,2014-10-17,50,GROCERY I,4208,4
1166925,2014-10-18,50,GROCERY I,7229,3
1168707,2014-10-19,50,GROCERY I,7119,4
1170489,2014-10-20,50,GROCERY I,4703,5
1172271,2014-10-21,50,GROCERY I,3672,5
1174053,2014-10-22,50,GROCERY I,3982,4
1175835,2014-10-23,50,GROCERY I,3621,14
1177617,2014-10-24,50,GROCERY I,4495,5
1179399,2014-10-25,50,GROCERY I,6316,6
1181181,2014-10-26,50,GROCERY I,7687,11
1182963,2014-10-27,50,GROCERY I,4298,5
1184745,2014-10-28,50,GROCERY I,3479,3
1186527,2014-10-29,50,GROCERY I,4065,1
1188309,2014-10-30,50,GROCERY I,3376,7
1190091,2014-10-31,50,GROCERY I,3691,6
1191873,2014-11-01,50,GROCERY I,5735,9
1193655,2014-11-02,50,GROCERY I,5508,11
1195437,2014-11-03,50,GROCERY I,8982,11
1197219,2014-11-04,50,GROCERY I,5398,7
1199001,2014-11-05,50,GROCERY I,5532,11
1200783,2014-11-06,50,GROCERY I,4129,18
1202565,2014-11-07,50,GROCERY I,4760,10
1204347,2014-11-08,50,GROCERY I,7598,5
1206129,2014-11-09,50,GROCERY I,8562,11
1207911,2014-11-10,50,GROCERY I,4766,9
1209693,2014-11-11,50,GROCERY I,3992,9
1211475,2014-11-12,50,GROCERY I,5403,11
1213257,2014-11-13,50,GROCERY I,3469,13
1215039,2014-11-14,50,GROCERY I,4428,13
1216821,2014-11-15,50,GROCERY I,7073,15
1218603,2014-11-16,50,GROCERY I,8341,16
1220385,2014-11-17,50,GROCERY I,4799,10
1222167,2014-11-18,50,GROCERY I,4048,12
1223949,2014-11-19,50,GROCERY I,4151,19
1225731,2014-11-20,50,GROCERY I,3651,14
1227513,2014-11-21,50,GROCERY I,4618,14
1229295,2014-11-22,50,GROCERY I,6593,8
1231077,2014-11-23,50,GROCERY I,8040,13
1232859,2014-11-24,50,GROCERY I,4687,18
1234641,2014-11-25,50,GROCERY I,4014,19
1236423,2014-11-26,50,GROCERY I,3617,11
1238205,2014-11-27,50,GROCERY I,4104,12
1239987,2014-11-28,50,GROCERY I,5594,10
1241769,2014-11-29,50,GROCERY I,8223,19
1243551,2014-11-30,50,GROCERY I,9959,13
1245333,2014-12-01,50,GROCERY I,6959,19
1247115,2014-12-02,50,GROCERY I,6449,18
1248897,2014-12-03,50,GROCERY I,8562,14
1250679,2014-12-04,50,GROCERY I,5046,16
1252461,2014-12-05,50,GROCERY I,5601,11
1254243,2014-12-06,50,GROCERY I,8020,12
1256025,2014-12-07,50,GROCERY I,9624,12
1257807,2014-12-08,50,GROCERY I,5555,12
1259589,2014-12-09,50,GROCERY I,5866,12
1261371,2014-12-10,50,GROCERY I,7076,13
1263153,2014-12-11,50,GROCERY I,6221,19
1264935,2014-12-12,50,GROCERY I,7053,12
1266717,2014-12-13,50,GROCERY I,9191,10
1268499,2014-12-14,50,GROCERY I,10450,11
1270281,2014-12-15,50,GROCERY I,6753,4
1272063,2014-12-16,50,GROCERY I,8265,9
1273845,2014-12-17,50,GROCERY I,7740,7
1275627,2014-12-18,50,GROCERY I,8959,15
1277409,2014-12-19,50,GROCERY I,7396,15
1279191,2014-12-20,50,GROCERY I,9397,9
1280973,2014-12-21,50,GROCERY I,12062,8
1282755,2014-12-22,50,GROCERY I,10661,9
1284537,2014-12-23,50,GROCERY I,10938,8
1286319,2014-12-24,50,GROCERY I,8774,8
1288101,2014-12-26,50,GROCERY I,9487,16
1289883,2014-12-27,50,GROCERY I,7166,20
1291665,2014-12-28,50,GROCERY I,6150,20
1293447,2014-12-29,50,GROCERY I,6924,19
1295229,2014-12-30,50,GROCERY I,8507,10
1297011,2014-12-31,50,GROCERY I,4664,20
1298793,2015-01-01,50,GROCERY I,0,0
1300575,2015-01-02,50,GROCERY I,8464,21
1302357,2015-01-03,50,GROCERY I,8694,17
1304139,2015-01-04,50,GROCERY I,8603,21
1305921,2015-01-05,50,GROCERY I,6328,19
1307703,2015-01-06,50,GROCERY I,5170,19
1309485,2015-01-07,50,GROCERY I,5558,18
1311267,2015-01-08,50,GROCERY I,4498,3
1313049,2015-01-09,50,GROCERY I,5220,2
1314831,2015-01-10,50,GROCERY I,6482,4
1316613,2015-01-11,50,GROCERY I,7729,9
1318395,2015-01-12,50,GROCERY I,4940,9
1320177,2015-01-13,50,GROCERY I,4381,14
1321959,2015-01-14,50,GROCERY I,4182,14
1323741,2015-01-15,50,GROCERY I,3696,3
1325523,2015-01-16,50,GROCERY I,4115,3
1327305,2015-01-17,50,GROCERY I,6873,0
1329087,2015-01-18,50,GROCERY I,7783,0
1330869,2015-01-19,50,GROCERY I,4568,0
1332651,2015-01-20,50,GROCERY I,4372,7
1334433,2015-01-21,50,GROCERY I,4608,7
1336215,2015-01-22,50,GROCERY I,4040,2
1337997,2015-01-23,50,GROCERY I,4518,0
1339779,2015-01-24,50,GROCERY I,6536,3
1341561,2015-01-25,50,GROCERY I,7665,5
1343343,2015-01-26,50,GROCERY I,4356,1
1345125,2015-01-27,50,GROCERY I,3979,5
1346907,2015-01-28,50,GROCERY I,4241,3
1348689,2015-01-29,50,GROCERY I,3543,3
1350471,2015-01-30,50,GROCERY I,4218,5
1352253,2015-01-31,50,GROCERY I,7734,4
1354035,2015-02-01,50,GROCERY I,9712,5
1355817,2015-02-02,50,GROCERY I,6158,5
1357599,2015-02-03,50,GROCERY I,5041,5
1359381,2015-02-04,50,GROCERY I,4830,11
1361163,2015-02-05,50,GROCERY I,4343,7
1362945,2015-02-06,50,GROCERY I,4701,4
1364727,2015-02-07,50,GROCERY I,7586,4
1366509,2015-02-08,50,GROCERY I,7755,5
1368291,2015-02-09,50,GROCERY I,5310,5
1370073,2015-02-10,50,GROCERY I,4829,3
1371855,2015-02-11,50,GROCERY I,5390,3
1373637,2015-02-12,50,GROCERY I,4315,5
1375419,2015-02-13,50,GROCERY I,5386,4
1377201,2015-02-14,50,GROCERY I,4949,6
1378983,2015-02-15,50,GROCERY I,3604,4
1380765,2015-02-16,50,GROCERY I,4920,3
1382547,2015-02-17,50,GROCERY I,5073,4
1384329,2015-02-18,50,GROCERY I,6318,4
1386111,2015-02-19,50,GROCERY I,5141,5
1387893,2015-02-20,50,GROCERY I,5711,5
1389675,2015-02-21,50,GROCERY I,6803,9
1391457,2015-02-22,50,GROCERY I,8570,6
1393239,2015-02-23,50,GROCERY I,5527,7
1395021,2015-02-24,50,GROCERY I,4948,5
1396803,2015-02-25,50,GROCERY I,4220,7
1398585,2015-02-26,50,GROCERY I,3868,7
1400367,2015-02-27,50,GROCERY I,4934,7
1402149,2015-02-28,50,GROCERY I,7640,8
1403931,2015-03-01,50,GROCERY I,9981,15
1405713,2015-03-02,50,GROCERY I,6616,8
1407495,2015-03-03,50,GROCERY I,5547,8
1409277,2015-03-04,50,GROCERY I,4983,7
1411059,2015-03-05,50,GROCERY I,4380,7
1412841,2015-03-06,50,GROCERY I,5443,13
1414623,2015-03-07,50,GROCERY I,9023,15
1416405,2015-03-08,50,GROCERY I,8873,14
1418187,2015-03-09,50,GROCERY I,6056,9
1419969,2015-03-10,50,GROCERY I,5855,19
1421751,2015-03-11,50,GROCERY I,5088,10
1423533,2015-03-12,50,GROCERY I,4103,10
1425315,2015-03-13,50,GROCERY I,4543,22
1427097,2015-03-14,50,GROCERY I,7615,17
1428879,2015-03-15,50,GROCERY I,7639,13
1430661,2015-03-16,50,GROCERY I,5133,11
1432443,2015-03-17,50,GROCERY I,4553,8
1434225,2015-03-18,50,GROCERY I,4499,17
1436007,2015-03-19,50,GROCERY I,3478,12
1437789,2015-03-20,50,GROCERY I,4930,12
1439571,2015-03-21,50,GROCERY I,6831,14
1441353,2015-03-22,50,GROCERY I,7838,10
1443135,2015-03-23,50,GROCERY I,4655,8
1444917,2015-03-24,50,GROCERY I,4429,6
1446699,2015-03-25,50,GROCERY I,4305,8
1448481,2015-03-26,50,GROCERY I,4241,5
1450263,2015-03-27,50,GROCERY I,4637,8
1452045,2015-03-28,50,GROCERY I,7309,12
1453827,2015-03-29,50,GROCERY I,8384,10
1455609,2015-03-30,50,GROCERY I,4789,13
1457391,2015-03-31,50,GROCERY I,4849,12
1459173,2015-04-01,50,GROCERY I,6731,18
1460955,2015-04-02,50,GROCERY I,6182,4
1462737,2015-04-03,50,GROCERY I,5990,7
1464519,2015-04-04,50,GROCERY I,8623,8
1466301,2015-04-05,50,GROCERY I,8911,7
1468083,2015-04-06,50,GROCERY I,6079,7
1469865,2015-04-07,50,GROCERY I,5702,7
1471647,2015-04-08,50,GROCERY I,5889,7
1473429,2015-04-09,50,GROCERY I,4180,5
1475211,2015-04-10,50,GROCERY I,4455,14
1476993,2015-04-11,50,GROCERY I,8418,8
1478775,2015-04-12,50,GROCERY I,8934,9
1480557,2015-04-13,50,GROCERY I,5267,6
1482339,2015-04-14,50,GROCERY I,4382,7
1484121,2015-04-15,50,GROCERY I,4290,7
1485903,2015-04-16,50,GROCERY I,4747,14
1487685,2015-04-17,50,GROCERY I,5407,10
1489467,2015-04-18,50,GROCERY I,6880,20
1491249,2015-04-19,50,GROCERY I,7942,13
1493031,2015-04-20,50,GROCERY I,5320,11
1494813,2015-04-21,50,GROCERY I,4649,17
1496595,2015-04-22,50,GROCERY I,4663,18
1498377,2015-04-23,50,GROCERY I,4606,24
1500159,2015-04-24,50,GROCERY I,4822,17
1501941,2015-04-25,50,GROCERY I,7604,21
1503723,2015-04-26,50,GROCERY I,7943,21
1505505,2015-04-27,50,GROCERY I,4985,24
1507287,2015-04-28,50,GROCERY I,4069,18
1509069,2015-04-29,50,GROCERY I,4787,15
1510851,2015-04-30,50,GROCERY I,4751,20
1512633,2015-05-01,50,GROCERY I,9332,21
1514415,2015-05-02,50,GROCERY I,9271,18
1516197,2015-05-03,50,GROCERY I,9266,20
1517979,2015-05-04,50,GROCERY I,6437,18
1519761,2015-05-05,50,GROCERY I,5162,20
1521543,2015-05-06,50,GROCERY I,5468,19
1523325,2015-05-07,50,GROCERY I,5135,15
1525107,2015-05-08,50,GROCERY I,4949,14
1526889,2015-05-09,50,GROCERY I,8153,16
1528671,2015-05-10,50,GROCERY I,6841,8
1530453,2015-05-11,50,GROCERY I,5796,14
1532235,2015-05-12,50,GROCERY I,4653,22
1534017,2015-05-13,50,GROCERY I,5049,18
1535799,2015-05-14,50,GROCERY I,3540,16
1537581,2015-05-15,50,GROCERY I,4804,15
1539363,2015-05-16,50,GROCERY I,7474,14
1541145,2015-05-17,50,GROCERY I,8573,15
1542927,2015-05-18,50,GROCERY I,5344,9
1544709,2015-05-19,50,GROCERY I,4269,7
1546491,2015-05-20,50,GROCERY I,4447,19
1548273,2015-05-21,50,GROCERY I,4085,24
1550055,2015-05-22,50,GROCERY I,4837,14
1551837,2015-05-23,50,GROCERY I,7857,12
1553619,2015-05-24,50,GROCERY I,8138,7
1555401,2015-05-25,50,GROCERY I,5003,13
1557183,2015-05-26,50,GROCERY I,4351,10
1558965,2015-05-27,50,GROCERY I,4516,15
1560747,2015-05-28,50,GROCERY I,4341,14
1562529,2015-05-29,50,GROCERY I,5520,11
1564311,2015-05-30,50,GROCERY I,7904,13
1566093,2015-05-31,50,GROCERY I,9495,9
1567875,2015-06-01,50,GROCERY I,6505,16
1569657,2015-06-02,50,GROCERY I,4356,22
1571439,2015-06-03,50,GROCERY I,4251,14
1573221,2015-06-04,50,GROCERY I,4988,9
1575003,2015-06-05,50,GROCERY I,5461,10
1576785,2015-06-06,50,GROCERY I,7977,14
1578567,2015-06-07,50,GROCERY I,8998,16
1580349,2015-06-08,50,GROCERY I,6263,13
1582131,2015-06-09,50,GROCERY I,5205,10
1583913,2015-06-10,50,GROCERY I,5024,10
1585695,2015-06-11,50,GROCERY I,3885,7
1587477,2015-06-12,50,GROCERY I,5208,10
1589259,2015-06-13,50,GROCERY I,7952,10
1591041,2015-06-14,50,GROCERY I,7828,17
1592823,2015-06-15,50,GROCERY I,4856,16
1594605,2015-06-16,50,GROCERY I,5090,17
1596387,2015-06-17,50,GROCERY I,5107,14
1598169,2015-06-18,50,GROCERY I,3969,14
1599951,2015-06-19,50,GROCERY I,5473,21
1601733,2015-06-20,50,GROCERY I,7244,21
1603515,2015-06-21,50,GROCERY I,6453,20
1605297,2015-06-22,50,GROCERY I,5310,16
1607079,2015-06-23,50,GROCERY I,4734,23
1608861,2015-06-24,50,GROCERY I,4757,24
1610643,2015-06-25,50,GROCERY I,4099,6
1612425,2015-06-26,50,GROCERY I,4920,20
1614207,2015-06-27,50,GROCERY I,6856,9
1615989,2015-06-28,50,GROCERY I,8145,5
1617771,2015-06-29,50,GROCERY I,4495,5
1619553,2015-06-30,50,GROCERY I,5206,7
1621335,2015-07-01,50,GROCERY I,6384,14
1623117,2015-07-02,50,GROCERY I,5943,8
1624899,2015-07-03,50,GROCERY I,5654,15
1626681,2015-07-04,50,GROCERY I,8414,12
1628463,2015-07-05,50,GROCERY I,8860,14
1630245,2015-07-06,50,GROCERY I,6597,21
1632027,2015-07-07,50,GROCERY I,7121,11
1633809,2015-07-08,50,GROCERY I,5145,7
1635591,2015-07-09,50,GROCERY I,4305,14
1637373,2015-07-10,50,GROCERY I,5230,12
1639155,2015-07-11,50,GROCERY I,6700,8
1640937,2015-07-12,50,GROCERY I,8061,16
1642719,2015-07-13,50,GROCERY I,5413,9
1644501,2015-07-14,50,GROCERY I,4525,9
1646283,2015-07-15,50,GROCERY I,4828,12
1648065,2015-07-16,50,GROCERY I,4943,7
1649847,2015-07-17,50,GROCERY I,5501,14
1651629,2015-07-18,50,GROCERY I,7068,13
1653411,2015-07-19,50,GROCERY I,7120,8
1655193,2015-07-20,50,GROCERY I,5558,21
1656975,2015-07-21,50,GROCERY I,4943,22
1658757,2015-07-22,50,GROCERY I,4838,18
1660539,2015-07-23,50,GROCERY I,4817,21
1662321,2015-07-24,50,GROCERY I,4929,18
1664103,2015-07-25,50,GROCERY I,6242,18
1665885,2015-07-26,50,GROCERY I,7097,25
1667667,2015-07-27,50,GROCERY I,5441,17
1669449,2015-07-28,50,GROCERY I,4548,16
1671231,2015-07-29,50,GROCERY I,4710,19
1673013,2015-07-30,50,GROCERY I,4234,20
1674795,2015-07-31,50,GROCERY I,5634,24
1676577,2015-08-01,50,GROCERY I,9256,12
1678359,2015-08-02,50,GROCERY I,9345,16
1680141,2015-08-03,50,GROCERY I,6615,14
1681923,2015-08-04,50,GROCERY I,5826,13
1683705,2015-08-05,50,GROCERY I,5924,16
1685487,2015-08-06,50,GROCERY I,4695,12
1687269,2015-08-07,50,GROCERY I,5597,11
1689051,2015-08-08,50,GROCERY I,6712,11
1690833,2015-08-09,50,GROCERY I,6272,16
1692615,2015-08-10,50,GROCERY I,7528,8
1694397,2015-08-11,50,GROCERY I,5333,8
1696179,2015-08-12,50,GROCERY I,5327,10
1697961,2015-08-13,50,GROCERY I,4088,11
1699743,2015-08-14,50,GROCERY I,4959,9
1701525,2015-08-15,50,GROCERY I,8423,11
1703307,2015-08-16,50,GROCERY I,7282,8
1705089,2015-08-17,50,GROCERY I,5977,5
1706871,2015-08-18,50,GROCERY I,4932,9
1708653,2015-08-19,50,GROCERY I,4653,15
1710435,2015-08-20,50,GROCERY I,4296,15
1712217,2015-08-21,50,GROCERY I,4894,16
1713999,2015-08-22,50,GROCERY I,6358,17
1715781,2015-08-23,50,GROCERY I,6635,12
1717563,2015-08-24,50,GROCERY I,5368,11
1719345,2015-08-25,50,GROCERY I,4664,11
1721127,2015-08-26,50,GROCERY I,5058,12
1722909,2015-08-27,50,GROCERY I,4526,8
1724691,2015-08-28,50,GROCERY I,4681,7
1726473,2015-08-29,50,GROCERY I,7241,6
1728255,2015-08-30,50,GROCERY I,7903,17
1730037,2015-08-31,50,GROCERY I,6330,13
1731819,2015-09-01,50,GROCERY I,6792,10
1733601,2015-09-02,50,GROCERY I,6000,18
1735383,2015-09-03,50,GROCERY I,5188,7
1737165,2015-09-04,50,GROCERY I,5235,10
1738947,2015-09-05,50,GROCERY I,8533,12
1740729,2015-09-06,50,GROCERY I,9808,10
1742511,2015-09-07,50,GROCERY I,5270,14
1744293,2015-09-08,50,GROCERY I,4608,10
1746075,2015-09-09,50,GROCERY I,4327,14
1747857,2015-09-10,50,GROCERY I,4191,9
1749639,2015-09-11,50,GROCERY I,4509,9
1751421,2015-09-12,50,GROCERY I,6875,17
1753203,2015-09-13,50,GROCERY I,7131,21
1754985,2015-09-14,50,GROCERY I,5224,11
1756767,2015-09-15,50,GROCERY I,4186,11
1758549,2015-09-16,50,GROCERY I,4653,9
1760331,2015-09-17,50,GROCERY I,3988,5
1762113,2015-09-18,50,GROCERY I,4668,10
1763895,2015-09-19,50,GROCERY I,7240,13
1765677,2015-09-20,50,GROCERY I,7482,11
1767459,2015-09-21,50,GROCERY I,4695,7
1769241,2015-09-22,50,GROCERY I,4066,10
1771023,2015-09-23,50,GROCERY I,4051,8
1772805,2015-09-24,50,GROCERY I,3894,8
1774587,2015-09-25,50,GROCERY I,5024,20
1776369,2015-09-26,50,GROCERY I,6998,21
1778151,2015-09-27,50,GROCERY I,7404,24
1779933,2015-09-28,50,GROCERY I,4774,9
1781715,2015-09-29,50,GROCERY I,3926,9
1783497,2015-09-30,50,GROCERY I,4941,16
1785279,2015-10-01,50,GROCERY I,5802,15
1787061,2015-10-02,50,GROCERY I,6166,16
1788843,2015-10-03,50,GROCERY I,11028,19
1790625,2015-10-04,50,GROCERY I,11601,14
1792407,2015-10-05,50,GROCERY I,7195,13
1794189,2015-10-06,50,GROCERY I,5296,12
1795971,2015-10-07,50,GROCERY I,5063,13
1797753,2015-10-08,50,GROCERY I,3658,13
1799535,2015-10-09,50,GROCERY I,7230,17
1801317,2015-10-10,50,GROCERY I,7625,8
1803099,2015-10-11,50,GROCERY I,7965,10
1804881,2015-10-12,50,GROCERY I,4954,7
1806663,2015-10-13,50,GROCERY I,4030,7
1808445,2015-10-14,50,GROCERY I,4528,11
1810227,2015-10-15,50,GROCERY I,3896,8
1812009,2015-10-16,50,GROCERY I,5056,11
1813791,2015-10-17,50,GROCERY I,7713,7
1815573,2015-10-18,50,GROCERY I,8272,10
1817355,2015-10-19,50,GROCERY I,5055,6
1819137,2015-10-20,50,GROCERY I,4974,6
1820919,2015-10-21,50,GROCERY I,4494,5
1822701,2015-10-22,50,GROCERY I,3862,6
1824483,2015-10-23,50,GROCERY I,4430,5
1826265,2015-10-24,50,GROCERY I,7436,4
1828047,2015-10-25,50,GROCERY I,7867,4
1829829,2015-10-26,50,GROCERY I,4930,5
1831611,2015-10-27,50,GROCERY I,4074,3
1833393,2015-10-28,50,GROCERY I,4200,4
1835175,2015-10-29,50,GROCERY I,3781,13
1836957,2015-10-30,50,GROCERY I,4150,23
1838739,2015-10-31,50,GROCERY I,6941,27
1840521,2015-11-01,50,GROCERY I,6393,29
1842303,2015-11-02,50,GROCERY I,6727,48
1844085,2015-11-03,50,GROCERY I,9052,25
1845867,2015-11-04,50,GROCERY I,6081,35
1847649,2015-11-05,50,GROCERY I,4955,28
1849431,2015-11-06,50,GROCERY I,5183,30
1851213,2015-11-07,50,GROCERY I,10206,35
1852995,2015-11-08,50,GROCERY I,9474,29
1854777,2015-11-09,50,GROCERY I,5392,35
1856559,2015-11-10,50,GROCERY I,4584,27
1858341,2015-11-11,50,GROCERY I,4120,31
1860123,2015-11-12,50,GROCERY I,4825,29
1861905,2015-11-13,50,GROCERY I,4887,27
1863687,2015-11-14,50,GROCERY I,7713,49
1865469,2015-11-15,50,GROCERY I,8782,42
1867251,2015-11-16,50,GROCERY I,5650,59
1869033,2015-11-17,50,GROCERY I,4314,46
1870815,2015-11-18,50,GROCERY I,5256,68
1872597,2015-11-19,50,GROCERY I,4645,57
1874379,2015-11-20,50,GROCERY I,5702,62
1876161,2015-11-21,50,GROCERY I,7757,51
1877943,2015-11-22,50,GROCERY I,7968,52
1879725,2015-11-23,50,GROCERY I,5368,53
1881507,2015-11-24,50,GROCERY I,4433,27
1883289,2015-11-25,50,GROCERY I,4987,62
1885071,2015-11-26,50,GROCERY I,4122,49
1886853,2015-11-27,50,GROCERY I,5957,58
1888635,2015-11-28,50,GROCERY I,8035,42
1890417,2015-11-29,50,GROCERY I,9990,46
1892199,2015-11-30,50,GROCERY I,5686,45
1893981,2015-12-01,50,GROCERY I,7424,47
1895763,2015-12-02,50,GROCERY I,6789,39
1897545,2015-12-03,50,GROCERY I,6656,32
1899327,2015-12-04,50,GROCERY I,6360,27
1901109,2015-12-05,50,GROCERY I,10737,32
1902891,2015-12-06,50,GROCERY I,10368,32
1904673,2015-12-07,50,GROCERY I,7310,33
1906455,2015-12-08,50,GROCERY I,6040,21
1908237,2015-12-09,50,GROCERY I,5135,37
1910019,2015-12-10,50,GROCERY I,4848,14
1911801,2015-12-11,50,GROCERY I,5869,13
1913583,2015-12-12,50,GROCERY I,10111,19
1915365,2015-12-13,50,GROCERY I,10079,18
1917147,2015-12-14,50,GROCERY I,6478,5
1918929,2015-12-15,50,GROCERY I,8539,19
1920711,2015-12-16,50,GROCERY I,7439,12
1922493,2015-12-17,50,GROCERY I,5945,14
1924275,2015-12-18,50,GROCERY I,6412,6
1926057,2015-12-19,50,GROCERY I,10600,15
1927839,2015-12-20,50,GROCERY I,12562,12
1929621,2015-12-21,50,GROCERY I,10083,6
1931403,2015-12-22,50,GROCERY I,11027,8
1933185,2015-12-23,50,GROCERY I,14431,13
1934967,2015-12-24,50,GROCERY I,11060,14
1936749,2015-12-26,50,GROCERY I,9873,4
1938531,2015-12-27,50,GROCERY I,7170,13
1940313,2015-12-28,50,GROCERY I,7077,6
1942095,2015-12-29,50,GROCERY I,7490,9
1943877,2015-12-30,50,GROCERY I,8408,8
1945659,2015-12-31,50,GROCERY I,4905,3
1947441,2016-01-01,50,GROCERY I,0,0
1949223,2016-01-02,50,GROCERY I,10052,10
1951005,2016-01-03,50,GROCERY I,10410,21
1952787,2016-01-04,50,GROCERY I,7519,20
1954569,2016-01-05,50,GROCERY I,6447,25
1956351,2016-01-06,50,GROCERY I,5667,29
1958133,2016-01-07,50,GROCERY I,4475,15
1959915,2016-01-08,50,GROCERY I,5904,15
1961697,2016-01-09,50,GROCERY I,8419,21
1963479,2016-01-10,50,GROCERY I,8332,14
1965261,2016-01-11,50,GROCERY I,5060,18
1967043,2016-01-12,50,GROCERY I,4576,14
1968825,2016-01-13,50,GROCERY I,4278,10
1970607,2016-01-14,50,GROCERY I,3953,22
1972389,2016-01-15,50,GROCERY I,4543,18
1974171,2016-01-16,50,GROCERY I,7135,18
1975953,2016-01-17,50,GROCERY I,8220,19
1977735,2016-01-18,50,GROCERY I,5113,30
1979517,2016-01-19,50,GROCERY I,4419,30
1981299,2016-01-20,50,GROCERY I,5087,31
1983081,2016-01-21,50,GROCERY I,3673,0
1984863,2016-01-22,50,GROCERY I,4293,5
1986645,2016-01-23,50,GROCERY I,6919,1
1988427,2016-01-24,50,GROCERY I,7672,1
1990209,2016-01-25,50,GROCERY I,4749,0
1991991,2016-01-26,50,GROCERY I,4089,2
1993773,2016-01-27,50,GROCERY I,4234,3
1995555,2016-01-28,50,GROCERY I,3456,41
1997337,2016-01-29,50,GROCERY I,4806,45
1999119,2016-01-30,50,GROCERY I,7208,44
2000901,2016-01-31,50,GROCERY I,8838,47
2002683,2016-02-01,50,GROCERY I,6643,45
2004465,2016-02-02,50,GROCERY I,6153,45
2006247,2016-02-03,50,GROCERY I,6017,44
2008029,2016-02-04,50,GROCERY I,4994,75
2009811,2016-02-05,50,GROCERY I,5717,89
2011593,2016-02-06,50,GROCERY I,6631,95
2013375,2016-02-07,50,GROCERY I,4533,86
2015157,2016-02-08,50,GROCERY I,5772,89
2016939,2016-02-09,50,GROCERY I,6864,103
2018721,2016-02-10,50,GROCERY I,7159,94
2020503,2016-02-11,50,GROCERY I,5910,103
2022285,2016-02-12,50,GROCERY I,6642,93
2024067,2016-02-13,50,GROCERY I,7961,104
2025849,2016-02-14,50,GROCERY I,8713,104
2027631,2016-02-15,50,GROCERY I,5920,93
2029413,2016-02-16,50,GROCERY I,5367,46
